Portsmouth,NH,23,1,4,,,Ttest AVL and BST,Ttest AVL and Splay,Ttest Splay and BST
New Athens,IL,15,24,14,,,,,
New Baden,IL,11,24,15,,,,,
New Memphis,IL,17,26,14,,,,,
Oakdale,IL,22,19,15,,,,,
O Fallon,IL,18,18,16,,,,,
Okawville,IL,22,27,16,,,,,
Percy,IL,19,27,15,,,,,
Pierron,IL,16,23,16,,,,,
Pinckneyville,IL,14,31,17,,,,,
Pocahontas,IL,18,22,13,,,,,
Prairie Du Rocher,IL,13,19,16,,,,,
Red Bud,IL,22,15,14,,,,,
Renault,IL,20,14,16,,,,,
Rockwood,IL,18,13,14,,,,,
Saint Jacob,IL,15,19,15,,,,,
Saint Libory,IL,14,22,15,,,,,
Shattuc,IL,24,13,15,,,,,
Smithboro,IL,17,19,14,,,,,
Smithton,IL,9,19,12,,,,,
Sparta,IL,15,16,15,,,,,
Steeleville,IL,13,20,14,,,,,
Summerfield,IL,15,22,13,,,,,
Tilden,IL,22,22,16,,,,,
Trenton,IL,17,23,15,,,,,
Troy,IL,12,22,16,,,,,
Valmeyer,IL,21,24,16,,,,,
Walsh,IL,13,16,12,,,,,
Waterloo,IL,19,30,14,,,,,
Quincy,IL,33,14,16,,,,,
Quincy,IL,1,14,16,,,,,
Quincy,IL,1,14,16,,,,,
Adrian,IL,64,14,16,,,,,
Augusta,IL,39,18,16,,,,,
Barry,IL,25,16,15,,,,,
Basco,IL,22,20,14,,,,,
Baylis,IL,18,16,15,,,,,
Bowen,IL,25,20,15,,,,,
Burnside,IL,21,27,13,,,,,
Camden,IL,16,27,14,,,,,
Camp Point,IL,17,28,11,,,,,
Carthage,IL,16,23,16,,,,,
Chambersburg,IL,15,27,13,,,,,
Clayton,IL,25,25,15,,,,,
Coatsburg,IL,14,26,15,,,,,
Colchester,IL,18,20,16,,,,,
Colusa,IL,17,25,15,,,,,
Dallas City,IL,19,26,12,,,,,
Elvaston,IL,15,28,16,,,,,
Ferris,IL,22,24,14,,,,,
Fowler,IL,27,30,16,,,,,
Golden,IL,20,28,14,,,,,
Griggsville,IL,17,36,13,,,,,
Hamilton,IL,13,31,14,,,,,
Hull,IL,14,16,15,,,,,
Huntsville,IL,19,18,15,,,,,
Kinderhook,IL,18,20,16,,,,,
La Prairie,IL,13,27,16,,,,,
Liberty,IL,20,20,15,,,,,
Lima,IL,14,20,14,,,,,
Loraine,IL,24,19,16,,,,,
Mendon,IL,16,20,14,,,,,
Milton,IL,17,22,15,,,,,
Mount Sterling,IL,16,31,14,,,,,
Nauvoo,IL,14,22,13,,,,,
Nebo,IL,14,24,14,,,,,
New Canton,IL,14,21,13,,,,,
New Salem,IL,11,21,14,,,,,
Niota,IL,17,26,12,,,,,
Paloma,IL,19,33,16,,,,,
Payson,IL,21,22,12,,,,,
Pearl,IL,12,31,14,,,,,
Perry,IL,17,27,16,,,,,
Pittsfield,IL,23,19,15,,,,,
Plainville,IL,13,21,16,,,,,
Pleasant Hill,IL,15,25,14,,,,,
Plymouth,IL,10,22,16,,,,,
Rockport,IL,24,12,16,,,,,
Sutter,IL,23,18,14,,,,,
Tennessee,IL,20,19,14,,,,,
Timewell,IL,18,19,15,,,,,
Ursa,IL,16,17,15,,,,,
Versailles,IL,22,22,16,,,,,
Warsaw,IL,14,22,14,,,,,
West Point,IL,23,28,15,,,,,
Effingham,IL,55,32,14,,,,,
Allendale,IL,31,16,13,,,,,
Altamont,IL,24,12,16,,,,,
Annapolis,IL,22,20,15,,,,,
Beecher City,IL,17,14,16,,,,,
Birds,IL,18,17,14,,,,,
Bridgeport,IL,17,19,11,,,,,
Brownstown,IL,18,28,14,,,,,
Calhoun,IL,18,28,15,,,,,
Casey,IL,12,27,15,,,,,
Claremont,IL,12,26,14,,,,,
Cowden,IL,28,31,13,,,,,
Dennison,IL,21,29,16,,,,,
Dieterich,IL,15,30,13,,,,,
Dundas,IL,14,30,15,,,,,
Edgewood,IL,16,30,15,,,,,
Flat Rock,IL,35,28,15,,,,,
Greenup,IL,23,35,14,,,,,
Herrick,IL,23,45,17,,,,,
Hidalgo,IL,19,38,16,,,,,
Hutsonville,IL,20,15,14,,,,,
Ingraham,IL,18,17,15,,,,,
Janesville,IL,15,24,16,,,,,
Jewett,IL,17,20,14,,,,,
Lakewood,IL,26,15,15,,,,,
Lawrenceville,IL,18,18,16,,,,,
Lerna,IL,19,16,13,,,,,
Marshall,IL,19,25,14,,,,,
Martinsville,IL,11,25,15,,,,,
Mason,IL,12,27,15,,,,,
Mode,IL,17,26,12,,,,,
Montrose,IL,17,26,15,,,,,
Mount Erie,IL,22,25,16,,,,,
Neoga,IL,17,23,16,,,,,
Newton,IL,15,22,14,,,,,
Oblong,IL,25,23,15,,,,,
Olney,IL,19,26,15,,,,,
Palestine,IL,11,21,13,,,,,
Parkersburg,IL,18,31,15,,,,,
Robinson,IL,23,13,16,,,,,
Saint Elmo,IL,21,13,14,,,,,
Sainte Marie,IL,21,19,13,,,,,
Saint Francisville,IL,15,14,15,,,,,
Shumway,IL,17,16,15,,,,,
Sigel,IL,21,14,14,,,,,
Stewardson,IL,15,22,15,,,,,
Stoy,IL,19,16,15,,,,,
Strasburg,IL,11,20,14,,,,,
Sumner,IL,16,21,13,,,,,
Teutopolis,IL,18,15,12,,,,,
Toledo,IL,14,22,15,,,,,
Trilla,IL,19,24,13,,,,,
Vandalia,IL,15,24,13,,,,,
Watson,IL,14,30,14,,,,,
Westfield,IL,13,23,15,,,,,
West Liberty,IL,16,26,15,,,,,
West Salem,IL,14,25,14,,,,,
West Union,IL,9,27,15,,,,,
West York,IL,9,20,14,,,,,
Wheeler,IL,12,20,11,,,,,
Willow Hill,IL,14,28,16,,,,,
Yale,IL,13,29,15,,,,,
Argenta,IL,83,21,14,,,,,
Assumption,IL,47,14,17,,,,,
Atwater,IL,28,15,15,,,,,
Beason,IL,23,19,15,,,,,
Blue Mound,IL,24,18,15,,,,,
Boody,IL,22,24,14,,,,,
Buffalo,IL,17,27,15,,,,,
Bulpitt,IL,15,26,15,,,,,
Chestnut,IL,24,17,15,,,,,
Cornland,IL,19,22,13,,,,,
Dawson,IL,16,32,15,,,,,
Decatur,IL,12,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Decatur,IL,1,29,15,,,,,
Divernon,IL,17,29,15,,,,,
Edinburg,IL,14,29,15,,,,,
Elwin,IL,15,30,16,,,,,
Farmersville,IL,17,29,14,,,,,
Findlay,IL,15,29,15,,,,,
Forsyth,IL,17,30,14,,,,,
Glenarm,IL,20,25,15,,,,,
Harristown,IL,16,35,15,,,,,
Harvel,IL,13,29,13,,,,,
Illiopolis,IL,14,14,17,,,,,
Kincaid,IL,17,20,16,,,,,
Lake Fork,IL,18,20,16,,,,,
Latham,IL,18,19,15,,,,,
Macon,IL,23,25,15,,,,,
Mechanicsburg,IL,27,22,14,,,,,
Morrisonville,IL,16,27,14,,,,,
Mount Auburn,IL,12,29,14,,,,,
Mount Pulaski,IL,11,33,14,,,,,
Mt Zion,IL,11,32,13,,,,,
Moweaqua,IL,10,32,15,,,,,
Niantic,IL,18,25,15,,,,,
Oakley,IL,17,21,14,,,,,
Oconee,IL,13,29,15,,,,,
Oreana,IL,16,22,16,,,,,
Owaneco,IL,12,24,15,,,,,
Palmer,IL,15,22,13,,,,,
Pana,IL,13,31,15,,,,,
Pawnee,IL,18,24,15,,,,,
Raymond,IL,19,19,15,,,,,
Riverton,IL,17,11,17,,,,,
Rochester,IL,17,13,16,,,,,
Shelbyville,IL,22,19,14,,,,,
Stonington,IL,19,17,15,,,,,
Taylorville,IL,19,22,14,,,,,
Tovey,IL,15,19,14,,,,,
Tower Hill,IL,12,21,14,,,,,
Waggoner,IL,20,22,13,,,,,
Warrensburg,IL,14,18,13,,,,,
Alexander,IL,69,18,15,,,,,
Alsey,IL,37,13,16,,,,,
Arenzville,IL,23,22,15,,,,,
Ashland,IL,22,13,15,,,,,
Athens,IL,18,14,17,,,,,
Auburn,IL,15,16,17,,,,,
Bath,IL,15,17,13,,,,,
Beardstown,IL,9,16,15,,,,,
Bluffs,IL,19,23,13,,,,,
Bluff Springs,IL,10,24,14,,,,,
Browning,IL,20,25,14,,,,,
Cantrall,IL,21,27,15,,,,,
Carlinville,IL,16,27,13,,,,,
Chandlerville,IL,15,25,15,,,,,
Chapin,IL,12,27,15,,,,,
Chatham,IL,16,21,15,,,,,
Chesterfield,IL,13,15,15,,,,,
Concord,IL,21,24,14,,,,,
Easton,IL,21,19,13,,,,,
Elkhart,IL,24,30,15,,,,,
Emden,IL,16,27,14,,,,,
Franklin,IL,19,30,14,,,,,
Frederick,IL,14,34,14,,,,,
Girard,IL,17,31,15,,,,,
Greenview,IL,15,32,15,,,,,
Hartsburg,IL,17,33,14,,,,,
Havana,IL,15,34,13,,,,,
Hettick,IL,14,42,17,,,,,
Jacksonville,IL,19,21,15,,,,,
Jacksonville,IL,1,21,15,,,,,
Kilbourne,IL,10,25,15,,,,,
Lincoln,IL,21,19,14,,,,,
Lincoln's New Salem,IL,9,19,15,,,,,
Literberry,IL,16,18,15,,,,,
Loami,IL,19,22,16,,,,,
Lowder,IL,16,15,14,,,,,
Manchester,IL,23,19,15,,,,,
Mason City,IL,9,28,14,,,,,
Meredosia,IL,23,22,15,,,,,
Middletown,IL,18,21,14,,,,,
Modesto,IL,8,28,13,,,,,
Murrayville,IL,29,26,15,,,,,
New Berlin,IL,17,20,14,,,,,
New Holland,IL,20,23,15,,,,,
Nilwood,IL,12,27,14,,,,,
Oakford,IL,11,20,16,,,,,
Palmyra,IL,16,26,14,,,,,
Petersburg,IL,19,22,14,,,,,
Pleasant Plains,IL,14,28,16,,,,,
Rushville,IL,25,15,14,,,,,
San Jose,IL,21,18,16,,,,,
Scottville,IL,16,23,15,,,,,
Sherman,IL,16,19,16,,,,,
Shipman,IL,14,23,17,,,,,
Standard City,IL,20,23,13,,,,,
Tallula,IL,21,23,13,,,,,
Thayer,IL,15,21,13,,,,,
Virden,IL,12,27,15,,,,,
Virginia,IL,9,25,15,,,,,
Waverly,IL,19,24,15,,,,,
Williamsville,IL,19,27,15,,,,,
Winchester,IL,16,25,15,,,,,
Woodson,IL,18,28,13,,,,,
Springfield,IL,28,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Springfield,IL,1,15,15,,,,,
Centralia,IL,74,26,13,,,,,
Hoyleton,IL,40,10,17,,,,,
Akin,IL,26,16,15,,,,,
Albion,IL,24,14,14,,,,,
Alma,IL,20,12,14,,,,,
Ashley,IL,15,13,17,,,,,
Barnhill,IL,20,17,15,,,,,
Belle Rive,IL,17,20,16,,,,,
Bellmont,IL,13,15,15,,,,,
Benton,IL,20,24,15,,,,,
Bluford,IL,15,23,12,,,,,
Bone Gap,IL,7,23,16,,,,,
Bonnie,IL,9,26,16,,,,,
Broughton,IL,15,25,13,,,,,
Browns,IL,12,29,15,,,,,
Buckner,IL,15,22,15,,,,,
Burnt Prairie,IL,19,26,15,,,,,
Carmi,IL,20,22,13,,,,,
Christopher,IL,28,30,15,,,,,
Cisne,IL,13,28,16,,,,,
Clay City,IL,17,31,15,,,,,
Coello,IL,19,27,16,,,,,
Crossville,IL,23,29,14,,,,,
Dahlgren,IL,14,23,15,,,,,
Dale,IL,8,23,15,,,,,
Dix,IL,15,24,14,,,,,
Du Bois,IL,25,28,13,,,,,
Du Quoin,IL,13,27,14,,,,,
Ellery,IL,17,28,15,,,,,
Emma,IL,17,29,16,,,,,
Enfield,IL,15,24,15,,,,,
Ewing,IL,18,31,15,,,,,
Fairfield,IL,13,29,14,,,,,
Farina,IL,9,34,15,,,,,
Flora,IL,18,30,15,,,,,
Frankfort Heights,IL,13,30,13,,,,,
Freeman Spur,IL,16,31,13,,,,,
Geff,IL,13,29,16,,,,,
Golden Gate,IL,14,29,15,,,,,
Grayville,IL,19,26,15,,,,,
Herald,IL,18,39,16,,,,,
Ina,IL,23,19,15,,,,,
Iola,IL,20,18,16,,,,,
Irvington,IL,13,23,16,,,,,
Iuka,IL,12,27,13,,,,,
Johnsonville,IL,20,20,15,,,,,
Keenes,IL,19,20,15,,,,,
Keensburg,IL,9,21,15,,,,,
Kell,IL,16,23,16,,,,,
Kinmundy,IL,21,23,15,,,,,
Lancaster,IL,15,16,16,,,,,
Logan,IL,22,21,14,,,,,
Loogootee,IL,12,21,15,,,,,
Louisville,IL,13,20,14,,,,,
Mc Leansboro,IL,16,25,13,,,,,
Macedonia,IL,17,24,14,,,,,
Maunie,IL,20,24,13,,,,,
Mill Shoals,IL,24,18,13,,,,,
Mount Carmel,IL,13,26,15,,,,,
Mount Vernon,IL,12,30,15,,,,,
Mulkeytown,IL,15,29,14,,,,,
Nason,IL,13,24,15,,,,,
New Haven,IL,20,23,14,,,,,
Noble,IL,24,21,15,,,,,
Norris City,IL,12,20,15,,,,,
Odin,IL,14,26,16,,,,,
Omaha,IL,18,29,14,,,,,
Opdyke,IL,12,23,16,,,,,
Orient,IL,17,20,15,,,,,
Patoka,IL,17,28,15,,,,,
Radom,IL,18,17,16,,,,,
Richview,IL,13,17,16,,,,,
Rinard,IL,18,18,17,,,,,
Sailor Springs,IL,18,13,16,,,,,
Saint Peter,IL,14,24,12,,,,,
Salem,IL,13,18,16,,,,,
Sandoval,IL,16,9,17,,,,,
Scheller,IL,15,18,16,,,,,
Sesser,IL,18,21,13,,,,,
Shobonier,IL,12,19,15,,,,,
Sims,IL,17,20,15,,,,,
Springerton,IL,17,15,15,,,,,
Tamaroa,IL,15,25,12,,,,,
Texico,IL,13,19,14,,,,,
Thompsonville,IL,18,17,13,,,,,
Valier,IL,16,21,14,,,,,
Vernon,IL,15,23,15,,,,,
Walnut Hill,IL,20,21,15,,,,,
Waltonville,IL,16,18,14,,,,,
Wayne City,IL,13,22,14,,,,,
West Frankfort,IL,13,21,15,,,,,
Whittington,IL,16,24,14,,,,,
Woodlawn,IL,11,34,15,,,,,
Xenia,IL,13,27,14,,,,,
Carbondale,IL,10,0,28  14,,,,,
Carbondale,IL,1,28,14,,,,,
Carbondale,IL,1,28,14,,,,,
Alto Pass,IL,30,13,14,,,,,
Anna,IL,27,23,16,,,,,
Ava,IL,29,24,15,,,,,
Belknap,IL,16,19,16,,,,,
Boles,IL,20,23,15,,,,,
Brookport,IL,15,27,14,,,,,
Buncombe,IL,12,30,14,,,,,
Cache,IL,22,25,15,,,,,
Cairo,IL,13,25,15,,,,,
Cambria,IL,11,27,14,,,,,
Campbell Hill,IL,13,26,15,,,,,
Carrier Mills,IL,58,26,16,,,,,
Carterville,IL,31,24,16,,,,,
Cave In Rock,IL,27,24,15,,,,,
Cobden,IL,18,23,16,,,,,
Colp,IL,23,22,15,,,,,
Creal Springs,IL,20,29,14,,,,,
Cypress,IL,13,28,14,,,,,
De Soto,IL,21,29,15,,,,,
Dongola,IL,17,32,16,,,,,
Dowell,IL,12,30,16,,,,,
Eddyville,IL,16,26,16,,,,,
Eldorado,IL,18,32,15,,,,,
Elizabethtown,IL,9,32,15,,,,,
Elkville,IL,13,32,16,,,,,
Energy,IL,12,25,15,,,,,
Equality,IL,17,27,16,,,,,
Galatia,IL,14,34,15,,,,,
Golconda,IL,18,27,15,,,,,
Goreville,IL,26,27,14,,,,,
Gorham,IL,12,28,12,,,,,
Grand Chain,IL,16,29,16,,,,,
Grand Tower,IL,13,27,16,,,,,
Grantsburg,IL,14,27,15,,,,,
Hamletsburg,IL,18,32,15,,,,,
Harrisburg,IL,17,35,14,,,,,
Herod,IL,10,46,17,,,,,
Herrin,IL,8,45,17,,,,,
Hurst,IL,18,19,14,,,,,
Jacob,IL,19,16,17,,,,,
Johnston City,IL,12,21,15,,,,,
Jonesboro,IL,14,20,15,,,,,
Joppa,IL,9,24,15,,,,,
Junction,IL,10,30,16,,,,,
Karbers Ridge,IL,9,27,16,,,,,
Karnak,IL,10,26,16,,,,,
Mc Clure,IL,21,27,14,,,,,
Makanda,IL,20,25,15,,,,,
Marion,IL,17,20,14,,,,,
Metropolis,IL,21,20,15,,,,,
Millcreek,IL,13,18,15,,,,,
Miller City,IL,13,21,14,,,,,
Mound City,IL,14,29,16,,,,,
Mounds,IL,13,28,15,,,,,
Muddy,IL,11,31,14,,,,,
Murphysboro,IL,14,28,16,,,,,
New Burnside,IL,15,21,14,,,,,
Olive Branch,IL,16,27,16,,,,,
Olmsted,IL,8,28,16,,,,,
Oraville,IL,16,22,16,,,,,
Ozark,IL,22,23,15,,,,,
Perks,IL,17,26,16,,,,,
Pittsburg,IL,21,22,15,,,,,
Pomona,IL,26,27,15,,,,,
Pulaski,IL,17,18,14,,,,,
Raleigh,IL,11,22,16,,,,,
Ridgway,IL,15,15,16,,,,,
Rosiclare,IL,23,16,15,,,,,
Royalton,IL,8,12,15,,,,,
Shawneetown,IL,18,14,14,,,,,
Simpson,IL,14,21,14,,,,,
Stonefort,IL,21,19,16,,,,,
Tamms,IL,12,24,13,,,,,
Thebes,IL,15,19,11,,,,,
Tunnel Hill,IL,22,20,16,,,,,
Ullin,IL,15,22,14,,,,,
Unity,IL,14,17,15,,,,,
Vergennes,IL,12,24,16,,,,,
Vienna,IL,16,21,16,,,,,
Villa Ridge,IL,12,17,15,,,,,
Willisville,IL,20,30,14,,,,,
Wolf Lake,IL,17,33,14,,,,,
Zeigler,IL,14,27,14,,,,,
Allenton,MO,10,1,18  16,,,,,
Chesterfield,MO,53,15,16,,,,,
Chesterfield,MO,1,15,16,,,,,
Arnold,MO,23,23,14,,,,,
Ballwin,MO,21,18,16,,,,,
Barnhart,MO,8,18,16,,,,,
Beaufort,MO,16,20,15,,,,,
Berger,MO,19,21,15,,,,,
Catawissa,MO,16,25,15,,,,,
Cedar Hill,MO,16,25,14,,,,,
Chesterfield,MO,2,15,16,,,,,
Crystal City,MO,33,33,15,,,,,
De Soto,MO,21,30,14,,,,,
Ballwin,MO,9,18,16,,,,,
Ballwin,MO,1,18,16,,,,,
Dittmer,MO,19,30,14,,,,,
Ballwin,MO,3,18,16,,,,,
Eureka,MO,19,30,14,,,,,
Fenton,MO,22,26,14,,,,,
Festus,MO,12,28,15,,,,,
Fletcher,MO,13,28,15,,,,,
Florissant,MO,14,31,14,,,,,
Florissant,MO,1,31,14,,,,,
Florissant,MO,1,31,14,,,,,
Florissant,MO,1,31,14,,,,,
French Village,MO,15,27,15,,,,,
Gerald,MO,19,30,14,,,,,
Glencoe,MO,16,25,14,,,,,
Gray Summit,MO,22,31,15,,,,,
Grover,MO,19,32,14,,,,,
Grubville,MO,12,30,16,,,,,
Hazelwood,MO,19,31,14,,,,,
Maryland Heights,MO,24,23,15,,,,,
Bridgeton,MO,33,24,14,,,,,
Earth City,MO,33,33,13,,,,,
Hematite,MO,18,36,15,,,,,
Herculaneum,MO,10,39,17,,,,,
High Ridge,MO,20,39,16,,,,,
Hillsboro,MO,16,37,16,,,,,
House Springs,MO,21,13,16,,,,,
Imperial,MO,14,17,14,,,,,
Kimmswick,MO,22,24,15,,,,,
Labadie,MO,23,24,17,,,,,
Leslie,MO,17,18,15,,,,,
Liguori,MO,15,24,14,,,,,
Lonedell,MO,16,19,13,,,,,
Luebbering,MO,25,16,14,,,,,
Mapaville,MO,21,23,16,,,,,
Morse Mill,MO,19,28,12,,,,,
New Haven,MO,14,23,15,,,,,
Pacific,MO,18,32,14,,,,,
Pevely,MO,17,28,13,,,,,
Richwoods,MO,13,18,17,,,,,
Robertsville,MO,18,12,16,,,,,
Saint Albans,MO,19,13,15,,,,,
Saint Ann,MO,10,21,15,,,,,
Saint Clair,MO,14,18,14,,,,,
Stanton,MO,21,25,13,,,,,
Sullivan,MO,23,15,15,,,,,
Union,MO,14,15,13,,,,,
Valles Mines,MO,16,21,15,,,,,
Valley Park,MO,13,23,15,,,,,
Villa Ridge,MO,13,18,14,,,,,
Washington,MO,20,24,14,,,,,
Rosebud,MO,25,22,16,,,,,
Fenton,MO,29,26,14,,,,,
Saint Louis,MO,19,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Louis,MO,1,22,15,,,,,
Saint Charles,MO,13,21,16,,,,,
Saint Charles,MO,1,21,16,,,,,
Saint Charles,MO,1,21,16,,,,,
Saint Charles,MO,1,21,16,,,,,
Annada,MO,16,23,16,,,,,
Augusta,MO,13,17,15,,,,,
Bellflower,MO,16,19,15,,,,,
Bowling Green,MO,22,24,15,,,,,
Clarksville,MO,23,27,15,,,,,
Cottleville,MO,19,21,12,,,,,
Curryville,MO,21,23,15,,,,,
Defiance,MO,18,31,13,,,,,
Dutzow,MO,20,28,13,,,,,
Elsberry,MO,18,30,17,,,,,
Eolia,MO,12,27,16,,,,,
Farber,MO,18,29,15,,,,,
Flinthill,MO,26,27,14,,,,,
Foley,MO,23,38,15,,,,,
Foristell,MO,19,32,13,,,,,
Hawk Point,MO,19,35,15,,,,,
High Hill,MO,15,37,13,,,,,
Jonesburg,MO,20,18,15,,,,,
Laddonia,MO,15,20,15,,,,,
Louisiana,MO,16,18,13,,,,,
Marthasville,MO,16,25,14,,,,,
Middletown,MO,18,19,15,,,,,
Montgomery City,MO,21,22,15,,,,,
Moscow Mills,MO,16,31,15,,,,,
New Florence,MO,17,22,14,,,,,
New Melle,MO,20,27,13,,,,,
O Fallon,MO,14,19,13,,,,,
Lake Saint Louis,MO,23,19,14,,,,,
Old Monroe,MO,17,23,14,,,,,
Olney,MO,11,28,16,,,,,
Portage Des Sioux,MO,23,28,14,,,,,
Saint Peters,MO,15,24,15,,,,,
Silex,MO,19,17,13,,,,,
Treloar,MO,20,23,15,,,,,
Troy,MO,11,19,15,,,,,
Truxton,MO,15,20,17,,,,,
Vandalia,MO,14,25,14,,,,,
Warrenton,MO,14,23,15,,,,,
Wellsville,MO,21,24,15,,,,,
Wentzville,MO,12,24,14,,,,,
West Alton,MO,13,25,13,,,,,
Whiteside,MO,19,26,16,,,,,
Williamsburg,MO,13,23,15,,,,,
Winfield,MO,15,34,14,,,,,
Wright City,MO,16,25,13,,,,,
Hannibal,MO,47,32,16,,,,,
Alexandria,MO,30,19,14,,,,,
Anabel,MO,27,16,16,,,,,
Arbela,MO,32,21,17,,,,,
Ashburn,MO,17,14,15,,,,,
Bethel,MO,25,20,14,,,,,
Canton,MO,19,26,16,,,,,
Center,MO,13,27,14,,,,,
Clarence,MO,15,25,15,,,,,
Durham,MO,22,26,15,,,,,
Emden,MO,14,28,15,,,,,
Ewing,MO,17,30,14,,,,,
Frankford,MO,17,27,15,,,,,
Granger,MO,16,31,16,,,,,
Hunnewell,MO,33,17,15,,,,,
Kahoka,MO,23,31,14,,,,,
Knox City,MO,24,17,15,,,,,
La Belle,MO,18,24,14,,,,,
La Grange,MO,12,21,17,,,,,
Lentner,MO,25,13,14,,,,,
Leonard,MO,13,18,14,,,,,
Lewistown,MO,14,19,15,,,,,
Luray,MO,21,25,15,,,,,
Maywood,MO,16,24,14,,,,,
Monroe City,MO,17,16,14,,,,,
Monticello,MO,12,22,16,,,,,
Newark,MO,20,21,14,,,,,
New London,MO,12,21,14,,,,,
Novelty,MO,23,26,15,,,,,
Palmyra,MO,19,26,16,,,,,
Perry,MO,16,24,16,,,,,
Philadelphia,MO,15,25,15,,,,,
Plevna,MO,10,25,16,,,,,
Revere,MO,24,13,16,,,,,
Saint Patrick,MO,13,27,15,,,,,
Saverton,MO,19,11,16,,,,,
Shelbina,MO,15,11,14,,,,,
Shelbyville,MO,14,18,16,,,,,
